torch.compile disabled in this fork runtime path.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 4060 Ti
GPU VRAM: 16.0 GB
GPU CC: 8.9
GPU profile: ada-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
Vocab size: 8,192
Dataset: tinystories
Muon compute dtype: torch.bfloat16 (matching AMP dtype)
Using cached autotune candidate: batch_size=4, checkpointing=on.
Attention backend: sdpa
torch.compile: disabled
Trying train candidate: batch_size=4, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 8, 'n_kv_head': 8, 'n_embd': 512, 'window_pattern': 'SSSL', 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,848
  scalars                 : 16
  total                   : 50,332,688
Estimated FLOPs per token: 2.390815e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 900s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011614 | lrm: 1.00 | dt: 1075ms | tok/sec: 30,470 | mfu: 8.2% | epoch: 1 | remaining: 900s    
step 00001 (0.0%) | loss: 8.768569 | lrm: 1.00 | dt: 838ms | tok/sec: 39,117 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00002 (0.0%) | loss: 8.061274 | lrm: 1.00 | dt: 838ms | tok/sec: 39,096 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00003 (0.0%) | loss: 7.323978 | lrm: 1.00 | dt: 838ms | tok/sec: 39,080 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00004 (0.0%) | loss: 6.725945 | lrm: 1.00 | dt: 841ms | tok/sec: 38,983 | mfu: 10.5% | epoch: 1 | remaining: 900s    
step 00005 (0.0%) | loss: 6.215418 | lrm: 1.00 | dt: 855ms | tok/sec: 38,340 | mfu: 10.4% | epoch: 1 | remaining: 900s    
step 00006 (0.0%) | loss: 5.883963 | lrm: 1.00 | dt: 839ms | tok/sec: 39,070 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00007 (0.0%) | loss: 5.593616 | lrm: 1.00 | dt: 838ms | tok/sec: 39,090 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00008 (0.0%) | loss: 5.360705 | lrm: 1.00 | dt: 839ms | tok/sec: 39,050 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00009 (0.0%) | loss: 5.175372 | lrm: 1.00 | dt: 839ms | tok/sec: 39,053 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00010 (0.0%) | loss: 5.023817 | lrm: 1.00 | dt: 836ms | tok/sec: 39,173 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00011 (0.0%) | loss: 4.867952 | lrm: 1.00 | dt: 839ms | tok/sec: 39,078 | mfu: 10.6% | epoch: 1 | remaining: 899s    
step 00012 (0.1%) | loss: 4.747224 | lrm: 1.00 | dt: 841ms | tok/sec: 38,952 | mfu: 10.5% | epoch: 1 | remaining: 898s    
step 00013 (0.2%) | loss: 4.669297 | lrm: 1.00 | dt: 839ms | tok/sec: 39,073 | mfu: 10.6% | epoch: 1 | remaining: 897s    
step 00014 (0.3%) | loss: 4.555015 | lrm: 1.00 | dt: 839ms | tok/sec: 39,072 | mfu: 10.6% | epoch: 1 | remaining: 897s    
step 00015 (0.4%) | loss: 4.483211 | lrm: 1.00 | dt: 839ms | tok/sec: 39,042 | mfu: 10.6% | epoch: 1 | remaining: 896s    
step 00016 (0.5%) | loss: 4.443635 | lrm: 1.00 | dt: 840ms | tok/sec: 39,021 | mfu: 10.6% | epoch: 1 | remaining: 895s    
step 00017 (0.6%) | loss: 4.364035 | lrm: 1.00 | dt: 838ms | tok/sec: 39,086 | mfu: 10.6% | epoch: 1 | remaining: 894s    
step 00018 (0.7%) | loss: 4.294300 | lrm: 1.00 | dt: 840ms | tok/sec: 39,029 | mfu: 10.6% | epoch: 1 | remaining: 893s    
step 00019 (0.7%) | loss: 4.271820 | lrm: 1.00 | dt: 838ms | tok/sec: 39,111 | mfu: 10.6% | epoch: 1 | remaining: 892s    
step 00020 (0.8%) | loss: 4.199723 | lrm: 1.00 | dt: 837ms | tok/sec: 39,127 | mfu: 10.6% | epoch: 1 | remaining: 892s    
step 00021 (0.9%) | loss: 4.141501 | lrm: 1.00 | dt: 841ms | tok/sec: 38,976 | mfu: 10.5% | epoch: 1 | remaining: 891s    
step 00022 (1.0%) | loss: 4.116005 | lrm: 1.00 | dt: 838ms | tok/sec: 39,102 | mfu: 10.6% | epoch: 1 | remaining: 890s    
step 00023 (1.1%) | loss: 4.062873 | lrm: 1.00 | dt: 839ms | tok/sec: 39,050 | mfu: 10.6% | epoch: 1 | remaining: 889s    
step 00024 (1.2%) | loss: 4.038955 | lrm: 1.00 | dt: 841ms | tok/sec: 38,970 | mfu: 10.5% | epoch: 1 | remaining: 888s    
step 00025 (1.3%) | loss: 4.018789 | lrm: 1.00 | dt: 838ms | tok/sec: 39,094 | mfu: 10.6% | epoch: 1 | remaining: 887s    
step 00026 (1.4%) | loss: 3.972463 | lrm: 1.00 | dt: 838ms | tok/sec: 39,081 | mfu: 10.6% | epoch: 1 | remaining: 887s    
step 00027 (1.5%) | loss: 3.934813 | lrm: 1.00 | dt: 854ms | tok/sec: 38,349 | mfu: 10.4% | epoch: 1 | remaining: 886s    
step 00028 (1.6%) | loss: 3.908637 | lrm: 1.00 | dt: 839ms | tok/sec: 39,048 | mfu: 10.6% | epoch: 1 | remaining: 885s    
step 00065 (5.0%) | loss: 2.712701 | lrm: 1.00 | dt: 839ms | tok/sec: 39,070 | mfu: 10.6% | epoch: 1 | remaining: 854s    
step 00066 (5.1%) | loss: 2.699751 | lrm: 1.00 | dt: 839ms | tok/sec: 39,074 | mfu: 10.6% | epoch: 1 | remaining: 853s    
step 00067 (5.2%) | loss: 2.691216 | lrm: 1.00 | dt: 837ms | tok/sec: 39,156 | mfu: 10.6% | epoch: 1 | remaining: 852s    
step 00068 (5.3%) | loss: 2.665815 | lrm: 1.00 | dt: 854ms | tok/sec: 38,376 | mfu: 10.4% | epoch: 1 | remaining: 851s    
step 00069 (5.4%) | loss: 2.644373 | lrm: 1.00 | dt: 838ms | tok/sec: 39,093 | mfu: 10.6% | epoch: 1 | remaining: 850s    
step 00070 (5.5%) | loss: 2.643253 | lrm: 1.00 | dt: 840ms | tok/sec: 39,005 | mfu: 10.5% | epoch: 1 | remaining: 850s    
step 00071 (5.6%) | loss: 2.599036 | lrm: 1.00 | dt: 838ms | tok/sec: 39,122 | mfu: 10.6% | epoch: 1 | remaining: 849s    
step 00072 (5.7%) | loss: 2.577576 | lrm: 1.00 | dt: 839ms | tok/sec: 39,040 | mfu: 10.6% | epoch: 1 | remaining: 848s    
step 00073 (5.8%) | loss: 2.582793 | lrm: 1.00 | dt: 856ms | tok/sec: 38,301 | mfu: 10.4% | epoch: 1 | remaining: 847s    
step 00074 (5.9%) | loss: 2.565860 | lrm: 1.00 | dt: 838ms | tok/sec: 39,087 | mfu: 10.6% | epoch: 1 | remaining: 846s    
step 00075 (6.0%) | loss: 2.539428 | lrm: 1.00 | dt: 838ms | tok/sec: 39,125 | mfu: 10.6% | epoch: 1 | remaining: 845s    
step 00076 (6.1%) | loss: 2.525548 | lrm: 1.00 | dt: 839ms | tok/sec: 39,033 | mfu: 10.6% | epoch: 1 | remaining: 845s    
step 00077 (6.2%) | loss: 2.482856 | lrm: 1.00 | dt: 838ms | tok/sec: 39,082 | mfu: 10.6% | epoch: 1 | remaining: 844s    
step 00078 (6.3%) | loss: 2.513146 | lrm: 1.00 | dt: 854ms | tok/sec: 38,363 | mfu: 10.4% | epoch: 1 | remaining: 843s    
step 00079 (6.4%) | loss: 2.474994 | lrm: 1.00 | dt: 841ms | tok/sec: 38,942 | mfu: 10.5% | epoch: 1 | remaining: 842s    
step 00080 (6.4%) | loss: 2.461282 | lrm: 1.00 | dt: 840ms | tok/sec: 39,024 | mfu: 10.6% | epoch: 1 | remaining: 841s    
step 00081 (6.5%) | loss: 2.469841 | lrm: 1.00 | dt: 839ms | tok/sec: 39,058 | mfu: 10.6% | epoch: 1 | remaining: 840s    
step 00082 (6.6%) | loss: 2.454545 | lrm: 1.00 | dt: 838ms | tok/sec: 39,122 | mfu: 10.6% | epoch: 1 | remaining: 839s    
step 00083 (6.7%) | loss: 2.440921 | lrm: 1.00 | dt: 839ms | tok/sec: 39,055 | mfu: 10.6% | epoch: 1 | remaining: 839s    
step 00084 (6.8%) | loss: 2.440404 | lrm: 1.00 | dt: 839ms | tok/sec: 39,053 | mfu: 10.6% | epoch: 1 | remaining: 838s    
step 00085 (6.9%) | loss: 2.417848 | lrm: 1.00 | dt: 856ms | tok/sec: 38,274 | mfu: 10.4% | epoch: 1 | remaining: 837s    
step 00086 (7.0%) | loss: 2.410529 | lrm: 1.00 | dt: 839ms | tok/sec: 39,068 | mfu: 10.6% | epoch: 1 | remaining: 836s    
step 00087 (7.1%) | loss: 2.400854 | lrm: 1.00 | dt: 838ms | tok/sec: 39,093 | mfu: 10.6% | epoch: 1 | remaining: 835s    
step 00088 (7.2%) | loss: 2.368172 | lrm: 1.00 | dt: 838ms | tok/sec: 39,087 | mfu: 10.6% | epoch: 1 | remaining: 834s    
step 00089 (7.3%) | loss: 2.367067 | lrm: 1.00 | dt: 837ms | tok/sec: 39,131 | mfu: 10.6% | epoch: 1 | remaining: 834s    
step 00090 (7.4%) | loss: 2.347572 | lrm: 1.00 | dt: 853ms | tok/sec: 38,435 | mfu: 10.4% | epoch: 1 | remaining: 833s    
step 00091 (7.5%) | loss: 2.337418 | lrm: 1.00 | dt: 837ms | tok/sec: 39,156 | mfu: 10.6% | epoch: 1 | remaining: 832s    
step 00092 (7.6%) | loss: 2.318068 | lrm: 1.00 | dt: 838ms | tok/sec: 39,124 | mfu: 10.6% | epoch: 1 | remaining: 831s    
step 00093 (7.7%) | loss: 2.289631 | lrm: 1.00 | dt: 837ms | tok/sec: 39,143 | mfu: 10.6% | epoch: 1 | remaining: 830s    
step 00094 (7.8%) | loss: 2.299939 | lrm: 1.00 | dt: 858ms | tok/sec: 38,203 | mfu: 10.3% | epoch: 1 | remaining: 829s    
step 00095 (7.8%) | loss: 2.300766 | lrm: 1.00 | dt: 835ms | tok/sec: 39,238 | mfu: 10.6% | epoch: 1 | remaining: 829s    
step 00096 (7.9%) | loss: 2.290367 | lrm: 1.00 | dt: 839ms | tok/sec: 39,079 | mfu: 10.6% | epoch: 1 | remaining: 828s    
step 00097 (8.0%) | loss: 2.298018 | lrm: 1.00 | dt: 839ms | tok/sec: 39,058 | mfu: 10.6% | epoch: 1 | remaining: 827s    
step 00098 (8.1%) | loss: 2.280855 | lrm: 1.00 | dt: 839ms | tok/sec: 39,061 | mfu: 10.6% | epoch: 1 | remaining: 826s    
step 00099 (8.2%) | loss: 2.271658 | lrm: 1.00 | dt: 854ms | tok/sec: 38,355 | mfu: 10.4% | epoch: 1 | remaining: 825s    
step 00100 (8.3%) | loss: 2.289830 | lrm: 1.00 | dt: 839ms | tok/sec: 39,062 | mfu: 10.6% | epoch: 1 | remaining: 824s    
step 00101 (8.4%) | loss: 2.265720 | lrm: 1.00 | dt: 837ms | tok/sec: 39,152 | mfu: 10.6% | epoch: 1 | remaining: 823s    
step 00102 (8.5%) | loss: 2.265679 | lrm: 1.00 | dt: 854ms | tok/sec: 38,389 | mfu: 10.4% | epoch: 1 | remaining: 823s    
step 00103 (8.6%) | loss: 2.260730 | lrm: 1.00 | dt: 839ms | tok/sec: 39,071 | mfu: 10.6% | epoch: 1 | remaining: 822s    
step 00104 (8.7%) | loss: 2.236216 | lrm: 1.00 | dt: 837ms | tok/sec: 39,169 | mfu: 10.6% | epoch: 1 | remaining: 821s    
step 00105 (8.8%) | loss: 2.222812 | lrm: 1.00 | dt: 839ms | tok/sec: 39,065 | mfu: 10.6% | epoch: 1 | remaining: 820s    
step 00106 (8.9%) | loss: 2.215566 | lrm: 1.00 | dt: 839ms | tok/sec: 39,067 | mfu: 10.6% | epoch: 1 | remaining: 819s    
step 00107 (9.0%) | loss: 2.193728 | lrm: 1.00 | dt: 855ms | tok/sec: 38,328 | mfu: 10.4% | epoch: 1 | remaining: 818s    
step 00108 (9.1%) | loss: 2.189558 | lrm: 1.00 | dt: 840ms | tok/sec: 39,021 | mfu: 10.6% | epoch: 1 | remaining: 818s    
step 00109 (9.2%) | loss: 2.190252 | lrm: 1.00 | dt: 838ms | tok/sec: 39,108 | mfu: 10.6% | epoch: 1 | remaining: 817s    
step 00110 (9.3%) | loss: 2.163049 | lrm: 1.00 | dt: 838ms | tok/sec: 39,080 | mfu: 10.6% | epoch: 1 | remaining: 816s    
step 00111 (9.3%) | loss: 2.177355 | lrm: 1.00 | dt: 839ms | tok/sec: 39,073 | mfu: 10.6% | epoch: 1 | remaining: 815s    
step 00112 (9.4%) | loss: 2.166684 | lrm: 1.00 | dt: 839ms | tok/sec: 39,051 | mfu: 10.6% | epoch: 1 | remaining: 814s    
step 00113 (9.5%) | loss: 2.157326 | lrm: 1.00 | dt: 854ms | tok/sec: 38,367 | mfu: 10.4% | epoch: 1 | remaining: 813s    
step 00114 (9.6%) | loss: 2.171290 | lrm: 1.00 | dt: 837ms | tok/sec: 39,145 | mfu: 10.6% | epoch: 1 | remaining: 813s    
step 00115 (9.7%) | loss: 2.150364 | lrm: 1.00 | dt: 839ms | tok/sec: 39,044 | mfu: 10.6% | epoch: 1 | remaining: 812s    
step 00116 (9.8%) | loss: 2.138338 | lrm: 1.00 | dt: 839ms | tok/sec: 39,036 | mfu: 10.6% | epoch: 1 | remaining: 811s    
step 00117 (9.9%) | loss: 2.143236 | lrm: 1.00 | dt: 839ms | tok/sec: 39,054 | mfu: 10.6% | epoch: 1 | remaining: 810s    
step 00118 (10.0%) | loss: 2.126479 | lrm: 1.00 | dt: 854ms | tok/sec: 38,355 | mfu: 10.4% | epoch: 1 | remaining: 809s    
step 00119 (10.1%) | loss: 2.123915 | lrm: 1.00 | dt: 839ms | tok/sec: 39,078 | mfu: 10.6% | epoch: 1 | remaining: 808s    
step 00120 (10.2%) | loss: 2.122258 | lrm: 1.00 | dt: 838ms | tok/sec: 39,098 | mfu: 10.6% | epoch: 1 | remaining: 807s    
step 00121 (10.3%) | loss: 2.101506 | lrm: 1.00 | dt: 840ms | tok/sec: 38,999 | mfu: 10.5% | epoch: 1 | remaining: 807s    
step 00122 (10.4%) | loss: 2.113027 | lrm: 1.00 | dt: 839ms | tok/sec: 39,060 | mfu: 10.6% | epoch: 1 | remaining: 806s    
step 00123 (10.5%) | loss: 2.099861 | lrm: 1.00 | dt: 839ms | tok/sec: 39,051 | mfu: 10.6% | epoch: 1 | remaining: 805s    
step 00124 (10.6%) | loss: 2.078554 | lrm: 1.00 | dt: 854ms | tok/sec: 38,352 | mfu: 10.4% | epoch: 1 | remaining: 804s    
step 00125 (10.7%) | loss: 2.094863 | lrm: 1.00 | dt: 841ms | tok/sec: 38,983 | mfu: 10.5% | epoch: 1 | remaining: 803s    
step 00126 (10.7%) | loss: 2.083950 | lrm: 1.00 | dt: 837ms | tok/sec: 39,172 | mfu: 10.6% | epoch: 1 | remaining: 802s    
step 00127 (10.8%) | loss: 2.090329 | lrm: 1.00 | dt: 839ms | tok/sec: 39,057 | mfu: 10.6% | epoch: 1 | remaining: 802s    
step 00128 (10.9%) | loss: 2.085728 | lrm: 1.00 | dt: 839ms | tok/sec: 39,063 | mfu: 10.6% | epoch: 1 | remaining: 801s    
step 00129 (11.0%) | loss: 2.070228 | lrm: 1.00 | dt: 855ms | tok/sec: 38,325 | mfu: 10.4% | epoch: 1 | remaining: 800s    
step 00130 (11.1%) | loss: 2.065690 | lrm: 1.00 | dt: 837ms | tok/sec: 39,136 | mfu: 10.6% | epoch: 1 | remaining: 799s    
step 00131 (11.2%) | loss: 2.077986 | lrm: 1.00 | dt: 838ms | tok/sec: 39,114 | mfu: 10.6% | epoch: 1 | remaining: 798s    
step 00132 (11.3%) | loss: 2.064555 | lrm: 1.00 | dt: 837ms | tok/sec: 39,142 | mfu: 10.6% | epoch: 1 | remaining: 797s    
step 00133 (11.4%) | loss: 2.065181 | lrm: 1.00 | dt: 856ms | tok/sec: 38,281 | mfu: 10.4% | epoch: 1 | remaining: 797s    
