torch.compile disabled in this fork runtime path.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 4060 Ti
GPU VRAM: 16.0 GB
GPU CC: 8.9
GPU profile: ada-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
Vocab size: 8,192
Dataset: tinystories
Muon compute dtype: torch.bfloat16 (matching AMP dtype)
Using cached autotune candidate: batch_size=4, checkpointing=on.
Attention backend: sdpa
torch.compile: disabled
Trying train candidate: batch_size=4, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 8, 'n_kv_head': 8, 'n_embd': 512, 'window_pattern': 'SSSL', 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,848
  scalars                 : 16
  total                   : 50,332,688
Estimated FLOPs per token: 2.390815e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 900s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011614 | lrm: 1.00 | dt: 1547ms | tok/sec: 21,185 | mfu: 5.7% | epoch: 1 | remaining: 900s    
step 00001 (0.0%) | loss: 8.794908 | lrm: 1.00 | dt: 822ms | tok/sec: 39,846 | mfu: 10.8% | epoch: 1 | remaining: 900s    
step 00002 (0.0%) | loss: 8.084879 | lrm: 1.00 | dt: 838ms | tok/sec: 39,091 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00003 (0.0%) | loss: 7.349114 | lrm: 1.00 | dt: 839ms | tok/sec: 39,058 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00004 (0.0%) | loss: 6.747931 | lrm: 1.00 | dt: 824ms | tok/sec: 39,765 | mfu: 10.8% | epoch: 1 | remaining: 900s    
step 00005 (0.0%) | loss: 6.237009 | lrm: 1.00 | dt: 837ms | tok/sec: 39,127 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00006 (0.0%) | loss: 5.903983 | lrm: 1.00 | dt: 838ms | tok/sec: 39,109 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00007 (0.0%) | loss: 5.637797 | lrm: 1.00 | dt: 839ms | tok/sec: 39,034 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00008 (0.0%) | loss: 5.409846 | lrm: 1.00 | dt: 821ms | tok/sec: 39,914 | mfu: 10.8% | epoch: 1 | remaining: 900s    
step 00009 (0.0%) | loss: 5.235154 | lrm: 1.00 | dt: 841ms | tok/sec: 38,950 | mfu: 10.5% | epoch: 1 | remaining: 900s    
step 00010 (0.0%) | loss: 5.082200 | lrm: 1.00 | dt: 840ms | tok/sec: 39,012 | mfu: 10.6% | epoch: 1 | remaining: 900s    
step 00011 (0.0%) | loss: 4.922737 | lrm: 1.00 | dt: 824ms | tok/sec: 39,753 | mfu: 10.8% | epoch: 1 | remaining: 899s    
step 00012 (0.1%) | loss: 4.799421 | lrm: 1.00 | dt: 840ms | tok/sec: 38,994 | mfu: 10.5% | epoch: 1 | remaining: 898s    
step 00013 (0.2%) | loss: 4.719556 | lrm: 1.00 | dt: 838ms | tok/sec: 39,115 | mfu: 10.6% | epoch: 1 | remaining: 897s    
step 00014 (0.3%) | loss: 4.603574 | lrm: 1.00 | dt: 823ms | tok/sec: 39,810 | mfu: 10.8% | epoch: 1 | remaining: 897s    
step 00015 (0.4%) | loss: 4.531030 | lrm: 1.00 | dt: 838ms | tok/sec: 39,102 | mfu: 10.6% | epoch: 1 | remaining: 896s    
step 00016 (0.5%) | loss: 4.491434 | lrm: 1.00 | dt: 839ms | tok/sec: 39,046 | mfu: 10.6% | epoch: 1 | remaining: 895s    
step 00017 (0.6%) | loss: 4.409902 | lrm: 1.00 | dt: 838ms | tok/sec: 39,124 | mfu: 10.6% | epoch: 1 | remaining: 894s    
step 00018 (0.6%) | loss: 4.341589 | lrm: 1.00 | dt: 839ms | tok/sec: 39,072 | mfu: 10.6% | epoch: 1 | remaining: 893s    
step 00019 (0.7%) | loss: 4.320295 | lrm: 1.00 | dt: 823ms | tok/sec: 39,807 | mfu: 10.8% | epoch: 1 | remaining: 892s    
step 00020 (0.8%) | loss: 4.249441 | lrm: 1.00 | dt: 838ms | tok/sec: 39,110 | mfu: 10.6% | epoch: 1 | remaining: 892s    
step 00021 (0.9%) | loss: 4.190443 | lrm: 1.00 | dt: 840ms | tok/sec: 38,997 | mfu: 10.5% | epoch: 1 | remaining: 891s    
step 00022 (1.0%) | loss: 4.167364 | lrm: 1.00 | dt: 839ms | tok/sec: 39,039 | mfu: 10.6% | epoch: 1 | remaining: 890s    
step 00023 (1.1%) | loss: 4.117553 | lrm: 1.00 | dt: 824ms | tok/sec: 39,784 | mfu: 10.8% | epoch: 1 | remaining: 889s    
step 00024 (1.2%) | loss: 4.095963 | lrm: 1.00 | dt: 841ms | tok/sec: 38,957 | mfu: 10.5% | epoch: 1 | remaining: 888s    
step 00025 (1.3%) | loss: 4.079146 | lrm: 1.00 | dt: 824ms | tok/sec: 39,765 | mfu: 10.8% | epoch: 1 | remaining: 887s    
step 00026 (1.4%) | loss: 4.037821 | lrm: 1.00 | dt: 841ms | tok/sec: 38,969 | mfu: 10.5% | epoch: 1 | remaining: 887s    
step 00027 (1.5%) | loss: 4.003266 | lrm: 1.00 | dt: 838ms | tok/sec: 39,108 | mfu: 10.6% | epoch: 1 | remaining: 886s    
step 00028 (1.6%) | loss: 3.982127 | lrm: 1.00 | dt: 838ms | tok/sec: 39,104 | mfu: 10.6% | epoch: 1 | remaining: 885s    
step 00065 (5.0%) | loss: 2.905117 | lrm: 1.00 | dt: 838ms | tok/sec: 39,118 | mfu: 10.6% | epoch: 1 | remaining: 854s    
step 00066 (5.1%) | loss: 2.889057 | lrm: 1.00 | dt: 838ms | tok/sec: 39,104 | mfu: 10.6% | epoch: 1 | remaining: 853s    
step 00067 (5.2%) | loss: 2.877534 | lrm: 1.00 | dt: 840ms | tok/sec: 38,988 | mfu: 10.5% | epoch: 1 | remaining: 852s    
step 00068 (5.3%) | loss: 2.848680 | lrm: 1.00 | dt: 822ms | tok/sec: 39,845 | mfu: 10.8% | epoch: 1 | remaining: 852s    
step 00069 (5.4%) | loss: 2.822741 | lrm: 1.00 | dt: 838ms | tok/sec: 39,089 | mfu: 10.6% | epoch: 1 | remaining: 851s    
step 00070 (5.5%) | loss: 2.819753 | lrm: 1.00 | dt: 838ms | tok/sec: 39,097 | mfu: 10.6% | epoch: 1 | remaining: 850s    
step 00071 (5.6%) | loss: 2.773005 | lrm: 1.00 | dt: 838ms | tok/sec: 39,089 | mfu: 10.6% | epoch: 1 | remaining: 849s    
step 00072 (5.7%) | loss: 2.745450 | lrm: 1.00 | dt: 840ms | tok/sec: 39,018 | mfu: 10.6% | epoch: 1 | remaining: 848s    
step 00073 (5.7%) | loss: 2.745489 | lrm: 1.00 | dt: 838ms | tok/sec: 39,087 | mfu: 10.6% | epoch: 1 | remaining: 847s    
step 00074 (5.8%) | loss: 2.726071 | lrm: 1.00 | dt: 838ms | tok/sec: 39,085 | mfu: 10.6% | epoch: 1 | remaining: 847s    
step 00075 (5.9%) | loss: 2.696667 | lrm: 1.00 | dt: 837ms | tok/sec: 39,147 | mfu: 10.6% | epoch: 1 | remaining: 846s    
step 00076 (6.0%) | loss: 2.679714 | lrm: 1.00 | dt: 839ms | tok/sec: 39,074 | mfu: 10.6% | epoch: 1 | remaining: 845s    
step 00077 (6.1%) | loss: 2.634567 | lrm: 1.00 | dt: 839ms | tok/sec: 39,047 | mfu: 10.6% | epoch: 1 | remaining: 844s    
step 00078 (6.2%) | loss: 2.662567 | lrm: 1.00 | dt: 822ms | tok/sec: 39,850 | mfu: 10.8% | epoch: 1 | remaining: 843s    
step 00079 (6.3%) | loss: 2.621775 | lrm: 1.00 | dt: 839ms | tok/sec: 39,057 | mfu: 10.6% | epoch: 1 | remaining: 842s    
step 00080 (6.4%) | loss: 2.604834 | lrm: 1.00 | dt: 838ms | tok/sec: 39,093 | mfu: 10.6% | epoch: 1 | remaining: 842s    
step 00081 (6.5%) | loss: 2.611344 | lrm: 1.00 | dt: 840ms | tok/sec: 39,028 | mfu: 10.6% | epoch: 1 | remaining: 841s    
step 00082 (6.6%) | loss: 2.593062 | lrm: 1.00 | dt: 840ms | tok/sec: 39,005 | mfu: 10.5% | epoch: 1 | remaining: 840s    
step 00083 (6.7%) | loss: 2.574332 | lrm: 1.00 | dt: 837ms | tok/sec: 39,130 | mfu: 10.6% | epoch: 1 | remaining: 839s    
step 00084 (6.8%) | loss: 2.570792 | lrm: 1.00 | dt: 823ms | tok/sec: 39,839 | mfu: 10.8% | epoch: 1 | remaining: 838s    
step 00085 (6.9%) | loss: 2.545234 | lrm: 1.00 | dt: 840ms | tok/sec: 39,029 | mfu: 10.6% | epoch: 1 | remaining: 837s    
step 00086 (7.0%) | loss: 2.535166 | lrm: 1.00 | dt: 838ms | tok/sec: 39,084 | mfu: 10.6% | epoch: 1 | remaining: 837s    
step 00087 (7.1%) | loss: 2.521793 | lrm: 1.00 | dt: 840ms | tok/sec: 39,001 | mfu: 10.5% | epoch: 1 | remaining: 836s    
step 00088 (7.1%) | loss: 2.487274 | lrm: 1.00 | dt: 839ms | tok/sec: 39,067 | mfu: 10.6% | epoch: 1 | remaining: 835s    
step 00089 (7.2%) | loss: 2.483672 | lrm: 1.00 | dt: 838ms | tok/sec: 39,105 | mfu: 10.6% | epoch: 1 | remaining: 834s    
step 00090 (7.3%) | loss: 2.461227 | lrm: 1.00 | dt: 838ms | tok/sec: 39,110 | mfu: 10.6% | epoch: 1 | remaining: 833s    
step 00091 (7.4%) | loss: 2.448401 | lrm: 1.00 | dt: 837ms | tok/sec: 39,132 | mfu: 10.6% | epoch: 1 | remaining: 832s    
step 00092 (7.5%) | loss: 2.428665 | lrm: 1.00 | dt: 841ms | tok/sec: 38,974 | mfu: 10.5% | epoch: 1 | remaining: 832s    
step 00093 (7.6%) | loss: 2.399938 | lrm: 1.00 | dt: 834ms | tok/sec: 39,292 | mfu: 10.6% | epoch: 1 | remaining: 831s    
step 00094 (7.7%) | loss: 2.410257 | lrm: 1.00 | dt: 824ms | tok/sec: 39,774 | mfu: 10.8% | epoch: 1 | remaining: 830s    
step 00095 (7.8%) | loss: 2.407326 | lrm: 1.00 | dt: 839ms | tok/sec: 39,034 | mfu: 10.6% | epoch: 1 | remaining: 829s    
step 00096 (7.9%) | loss: 2.393544 | lrm: 1.00 | dt: 839ms | tok/sec: 39,057 | mfu: 10.6% | epoch: 1 | remaining: 828s    
step 00097 (8.0%) | loss: 2.399568 | lrm: 1.00 | dt: 838ms | tok/sec: 39,100 | mfu: 10.6% | epoch: 1 | remaining: 827s    
step 00098 (8.1%) | loss: 2.379408 | lrm: 1.00 | dt: 838ms | tok/sec: 39,102 | mfu: 10.6% | epoch: 1 | remaining: 827s    
step 00099 (8.2%) | loss: 2.367084 | lrm: 1.00 | dt: 838ms | tok/sec: 39,119 | mfu: 10.6% | epoch: 1 | remaining: 826s    
step 00100 (8.3%) | loss: 2.381015 | lrm: 1.00 | dt: 838ms | tok/sec: 39,096 | mfu: 10.6% | epoch: 1 | remaining: 825s    
step 00101 (8.4%) | loss: 2.354935 | lrm: 1.00 | dt: 823ms | tok/sec: 39,808 | mfu: 10.8% | epoch: 1 | remaining: 824s    
step 00102 (8.4%) | loss: 2.350540 | lrm: 1.00 | dt: 837ms | tok/sec: 39,133 | mfu: 10.6% | epoch: 1 | remaining: 823s    
step 00103 (8.5%) | loss: 2.343692 | lrm: 1.00 | dt: 839ms | tok/sec: 39,056 | mfu: 10.6% | epoch: 1 | remaining: 822s    
step 00104 (8.6%) | loss: 2.316799 | lrm: 1.00 | dt: 839ms | tok/sec: 39,055 | mfu: 10.6% | epoch: 1 | remaining: 821s    
step 00105 (8.7%) | loss: 2.303314 | lrm: 1.00 | dt: 839ms | tok/sec: 39,059 | mfu: 10.6% | epoch: 1 | remaining: 821s    
step 00106 (8.8%) | loss: 2.295449 | lrm: 1.00 | dt: 839ms | tok/sec: 39,050 | mfu: 10.6% | epoch: 1 | remaining: 820s    
step 00107 (8.9%) | loss: 2.270886 | lrm: 1.00 | dt: 837ms | tok/sec: 39,140 | mfu: 10.6% | epoch: 1 | remaining: 819s    
step 00108 (9.0%) | loss: 2.265377 | lrm: 1.00 | dt: 838ms | tok/sec: 39,116 | mfu: 10.6% | epoch: 1 | remaining: 818s    
step 00109 (9.1%) | loss: 2.262118 | lrm: 1.00 | dt: 824ms | tok/sec: 39,777 | mfu: 10.8% | epoch: 1 | remaining: 817s    
step 00110 (9.2%) | loss: 2.233449 | lrm: 1.00 | dt: 822ms | tok/sec: 39,850 | mfu: 10.8% | epoch: 1 | remaining: 816s    
step 00111 (9.3%) | loss: 2.247131 | lrm: 1.00 | dt: 838ms | tok/sec: 39,095 | mfu: 10.6% | epoch: 1 | remaining: 816s    
step 00112 (9.4%) | loss: 2.235119 | lrm: 1.00 | dt: 838ms | tok/sec: 39,088 | mfu: 10.6% | epoch: 1 | remaining: 815s    
step 00113 (9.5%) | loss: 2.222709 | lrm: 1.00 | dt: 839ms | tok/sec: 39,059 | mfu: 10.6% | epoch: 1 | remaining: 814s    
step 00114 (9.6%) | loss: 2.234896 | lrm: 1.00 | dt: 839ms | tok/sec: 39,065 | mfu: 10.6% | epoch: 1 | remaining: 813s    
step 00115 (9.7%) | loss: 2.211485 | lrm: 1.00 | dt: 839ms | tok/sec: 39,056 | mfu: 10.6% | epoch: 1 | remaining: 812s    
step 00116 (9.7%) | loss: 2.198896 | lrm: 1.00 | dt: 823ms | tok/sec: 39,795 | mfu: 10.8% | epoch: 1 | remaining: 811s    
step 00117 (9.8%) | loss: 2.201750 | lrm: 1.00 | dt: 839ms | tok/sec: 39,049 | mfu: 10.6% | epoch: 1 | remaining: 811s    
step 00118 (9.9%) | loss: 2.182372 | lrm: 1.00 | dt: 840ms | tok/sec: 39,031 | mfu: 10.6% | epoch: 1 | remaining: 810s    
step 00119 (10.0%) | loss: 2.179750 | lrm: 1.00 | dt: 838ms | tok/sec: 39,096 | mfu: 10.6% | epoch: 1 | remaining: 809s    
step 00120 (10.1%) | loss: 2.177792 | lrm: 1.00 | dt: 838ms | tok/sec: 39,087 | mfu: 10.6% | epoch: 1 | remaining: 808s    
step 00121 (10.2%) | loss: 2.156982 | lrm: 1.00 | dt: 840ms | tok/sec: 39,029 | mfu: 10.6% | epoch: 1 | remaining: 807s    
step 00122 (10.3%) | loss: 2.167646 | lrm: 1.00 | dt: 839ms | tok/sec: 39,047 | mfu: 10.6% | epoch: 1 | remaining: 806s    
step 00123 (10.4%) | loss: 2.152774 | lrm: 1.00 | dt: 839ms | tok/sec: 39,078 | mfu: 10.6% | epoch: 1 | remaining: 806s    
step 00124 (10.5%) | loss: 2.129756 | lrm: 1.00 | dt: 837ms | tok/sec: 39,137 | mfu: 10.6% | epoch: 1 | remaining: 805s    
step 00125 (10.6%) | loss: 2.145800 | lrm: 1.00 | dt: 839ms | tok/sec: 39,044 | mfu: 10.6% | epoch: 1 | remaining: 804s    
step 00126 (10.7%) | loss: 2.133842 | lrm: 1.00 | dt: 823ms | tok/sec: 39,830 | mfu: 10.8% | epoch: 1 | remaining: 803s    
step 00127 (10.8%) | loss: 2.138207 | lrm: 1.00 | dt: 839ms | tok/sec: 39,043 | mfu: 10.6% | epoch: 1 | remaining: 802s    
step 00128 (10.9%) | loss: 2.131926 | lrm: 1.00 | dt: 838ms | tok/sec: 39,085 | mfu: 10.6% | epoch: 1 | remaining: 801s    
step 00129 (11.0%) | loss: 2.115961 | lrm: 1.00 | dt: 836ms | tok/sec: 39,176 | mfu: 10.6% | epoch: 1 | remaining: 801s    
step 00130 (11.0%) | loss: 2.109132 | lrm: 1.00 | dt: 839ms | tok/sec: 39,073 | mfu: 10.6% | epoch: 1 | remaining: 800s    
step 00131 (11.1%) | loss: 2.120704 | lrm: 1.00 | dt: 840ms | tok/sec: 39,021 | mfu: 10.6% | epoch: 1 | remaining: 799s    
step 00132 (11.2%) | loss: 2.107253 | lrm: 1.00 | dt: 837ms | tok/sec: 39,147 | mfu: 10.6% | epoch: 1 | remaining: 798s    
step 00133 (11.3%) | loss: 2.107633 | lrm: 1.00 | dt: 839ms | tok/sec: 39,041 | mfu: 10.6% | epoch: 1 | remaining: 797s    
